year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2012,135000,158000,Diesel,Individual,Manual,Third Owner,Tata,Indigo CR4
2018,360000,4000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XZ
2017,300000,50000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XE
2010,210000,34500,Diesel,Individual,Manual,First Owner,Tata,New Safari DICOR 2.2 VX 4x2
2015,399000,55250,Diesel,Individual,Manual,First Owner,Tata,Sumo Gold EX BSIII
2018,1280000,17000,Diesel,Individual,Manual,First Owner,Tata,Hexa XM
2012,450000,97000,Diesel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 GX 4x2 BS IV
2007,60000,130000,Petrol,Individual,Manual,Second Owner,Tata,Indica GLS BS IV
2012,200000,120000,Diesel,Individual,Manual,Second Owner,Tata,Indigo CR4
2012,320000,140000,Diesel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 EX 4x2
2012,200000,90000,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista Aura Plus 1.3 Quadrajet
2011,300000,180000,Diesel,Individual,Manual,Third Owner,Tata,Winger Deluxe - Hi Roof (AC)
2018,1350000,34000,Diesel,Individual,Automatic,First Owner,Tata,Hexa XTA
2018,400000,54000,Petrol,Dealer,Manual,Second Owner,Tata,Zest Revotron 1.2T XMS
2013,220000,100000,Diesel,Individual,Manual,First Owner,Tata,Indigo CR4
2013,220000,100000,Diesel,Individual,Manual,First Owner,Tata,Indigo CR4
2015,375000,30000,Petrol,Individual,Manual,First Owner,Tata,Bolt Revotron XM
2010,90000,300000,Petrol,Individual,Manual,Third Owner,Tata,Indica GLS BS IV
2018,775000,35000,Petrol,Individual,Manual,First Owner,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone
2016,500000,60000,Diesel,Individual,Manual,First Owner,Tata,Sumo Gold EX BSIII
2012,360000,70000,Diesel,Individual,Manual,Second Owner,Tata,Aria Pleasure 4x2
2011,180000,120000,Diesel,Individual,Manual,First Owner,Tata,Indigo CS eLS BS IV
2010,165000,80000,Diesel,Individual,Manual,First Owner,Tata,Manza Aqua Quadrajet BS IV
2010,75000,300000,Petrol,Individual,Manual,Third Owner,Tata,Indica GLS BS IV
2014,240000,60000,Petrol,Individual,Manual,Second Owner,Tata,Indigo Grand Petrol
2014,250000,100000,Petrol,Individual,Manual,First Owner,Tata,Indigo Grand Petrol
2007,550000,80000,Petrol,Individual,Manual,Second Owner,Tata,New Safari 4X2
2018,775000,35000,Petrol,Individual,Manual,First Owner,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone
2009,100000,120000,Diesel,Individual,Manual,Third Owner,Tata,Indigo TDI
2012,120000,140000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Quadrajet LS
2017,750000,15000,Petrol,Individual,Manual,First Owner,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone
2013,200000,60000,Petrol,Individual,Manual,First Owner,Tata,Manza Aura Safire BS IV
2020,426000,1000,Diesel,Individual,Manual,First Owner,Tata,Harrier XE
2017,260000,50000,Diesel,Individual,Manual,First Owner,Tata,Tiago 1.05 Revotorq XM
2012,120000,140000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Quadrajet LS
2012,320000,80000,Diesel,Individual,Manual,First Owner,Tata,New Safari DICOR 2.2 GX 4x2 BS IV
2010,97000,128000,Petrol,Individual,Manual,First Owner,Tata,Indica Vista Aqua 1.2 Safire BSIV
2012,130000,120000,Diesel,Individual,Manual,First Owner,Tata,Indigo CR4
2012,350000,65000,Diesel,Dealer,Manual,First Owner,Tata,New Safari DICOR 2.2 EX 4x2
2005,51111,140000,Petrol,Individual,Manual,Third Owner,Tata,Indica LSI
2014,45000,7000,Petrol,Individual,Manual,Second Owner,Tata,Nano Cx BSIII
2012,125000,120000,Diesel,Individual,Manual,First Owner,Tata,Indigo LX
2019,1400000,33000,Diesel,Individual,Manual,First Owner,Tata,Harrier XZ BSIV
2014,225000,120000,Diesel,Individual,Manual,First Owner,Tata,Indigo Grand Dicor
2018,570000,5000,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XZ Option
2015,350000,50000,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista TDI LX
2010,75000,100000,Diesel,Individual,Manual,Third Owner,Tata,Indica V2 DLS BSII
2014,215000,80000,Diesel,Individual,Manual,Third Owner,Tata,Indigo Classic Dicor
2006,115999,100000,Diesel,Individual,Manual,Second Owner,Tata,Sumo GX TC 7 Str BSIII
2006,115999,100000,Diesel,Individual,Manual,Second Owner,Tata,Sumo GX TC 7 Str BSIII
2015,300000,110000,Diesel,Individual,Manual,Second Owner,Tata,Indigo CS LS (TDI) BS-III
2015,190000,60000,Petrol,Individual,Manual,Second Owner,Tata,Nano XM
2010,160000,60000,Petrol,Individual,Manual,Second Owner,Tata,Manza Aura Safire BS IV
2010,150000,130000,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista Aqua 1.4 TDI
