year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2013,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio LX
2012,625000,126000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 4WD
2010,300000,100000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero DI
2014,600000,238000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio VLX 2WD AIRBAG BSIV
2011,450000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero SLX 4WD BSIII
2019,1350000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S9 BSIV
2014,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio VLX 2WD AIRBAG BSIV
2009,275000,155000,Diesel,Individual,Automatic,Third Owner,Mahindra,Scorpio VLX 2WD AT BSIV
2010,300000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo D2
2016,580000,95000,Diesel,Individual,Manual,Second Owner,Mahindra,Bolero Power Plus SLX
2013,220000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Quanto C6
2012,290000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Quanto C8
2012,300000,295000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo E9
2013,850000,85710,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500 W6 2WD
2019,599000,15000,Diesel,Individual,Manual,Third Owner,Mahindra,Xylo H4
2015,540000,110000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T6 Plus
2017,750000,29000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus ZLX
2013,550000,222252,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W8 2WD
2014,800000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S10 7 Seater
2014,800000,15000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio LX
2011,300000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero DI
2014,750000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 2WD
2011,400000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Thar 4X2
2019,1400000,10000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W7 BSIV
2014,285000,89126,Diesel,Individual,Manual,First Owner,Mahindra,Quanto C6
2015,750000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra,XUV500 AT W8 FWD
2017,650000,60000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T4 Plus
2017,600000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus Plus AC BSIV PS
2012,620000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 4WD
2018,795000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus ZLX
2014,350000,145000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo D4
2017,600000,99700,Diesel,Individual,Manual,First Owner,Mahindra,Xylo D4
2017,585000,85441,Diesel,Dealer,Manual,First Owner,Mahindra,Xylo D4
2015,380000,64541,Diesel,Dealer,Manual,First Owner,Mahindra,Verito 1.5 D4 BSIV
2015,430000,200000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus Plus AC BSIV PS
2017,1300000,40000,Diesel,Individual,Automatic,First Owner,Mahindra,XUV500 AT W6 2WD
2007,150000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,Renault Logan 1.5 DLX Diesel
2016,700000,40000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T8
2018,1100000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo H8 ABS with Airbags
2009,400000,68350,Diesel,Dealer,Manual,First Owner,Mahindra,Xylo E6
2011,150000,280000,Diesel,Individual,Manual,First Owner,Mahindra,Verito 1.5 D2 BSIII
2015,1000000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 2WD
2017,800000,60000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 mHAWK100 T8
2018,784000,40000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T10 Dual Tone
2018,1400000,50000,Diesel,Individual,Automatic,First Owner,Mahindra,XUV500 W7 AT BSIV
2014,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Thar CRDe AC
2013,450000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio EX
2008,325000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio 2.6 Turbo 7 Str
2015,280000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Verito Vibe 1.5 dCi D6
2016,1250000,23670,Diesel,Trustmark Dealer,Manual,First Owner,Mahindra,XUV500 W10 1.99 mHawk
2016,509999,60000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio 1.99 S4
2015,295000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,Bolero Power Plus Plus AC BSIV PS
2011,330000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Xylo E4
2006,125000,50000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio 2.6 CRDe
2016,509999,60000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio 1.99 S4
2012,565000,72000,Diesel,Dealer,Manual,First Owner,Mahindra,Scorpio VLX 2WD AIRBAG SE BSIV
2008,295000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio VLX 2WD BSIII
2015,550000,50000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLX
2014,500000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Thar 4X2
2015,1225000,70000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W10 AWD
2015,350000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,Verito 1.5 D4 BSIV
2018,509999,15000,Petrol,Individual,Manual,First Owner,Mahindra,KUV 100 G80 K4 Plus
2014,650000,218000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 2WD
2014,650000,218000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 2WD
2015,740000,45000,Diesel,Dealer,Automatic,First Owner,Mahindra,XUV500 AT W8 FWD
2015,630000,50000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S10 7 Seater
2019,599000,15000,Diesel,Individual,Manual,Third Owner,Mahindra,Xylo H4
2012,200000,112198,Diesel,Individual,Manual,Second Owner,Mahindra,Verito 1.5 D6 BSIII
2015,750000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S2 7 Seater
