year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2006,75000,80000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXi
2018,1015000,20000,Diesel,Individual,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH
2016,525000,60000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
1999,60000,35000,Petrol,Individual,Manual,Second Owner,Maruti,Esteem VX
2010,180000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Vdi BSIII
2015,285000,46000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2008,91200,60000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII
2013,250000,71000,CNG,Individual,Manual,Second Owner,Maruti,Wagon R LXI CNG
2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Swift Dzire VXi
2013,250000,71000,CNG,Individual,Manual,Second Owner,Maruti,Wagon R LXI CNG
2017,260000,30000,Petrol,Dealer,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
2012,220000,90000,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Celebration Petrol
2018,285000,30000,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI
2016,625000,30000,Petrol,Dealer,Manual,First Owner,Maruti,Ciaz ZXi
2014,395000,52000,Petrol,Dealer,Manual,Second Owner,Maruti,Swift Dzire 1.2 Vxi BSIV
2014,635000,13250,Petrol,Dealer,Manual,First Owner,Maruti,Ertiga ZXI
2011,180000,36000,Petrol,Dealer,Manual,First Owner,Maruti,Alto LX
2015,484999,73000,Diesel,Dealer,Manual,Second Owner,Maruti,Swift ZDI Plus
2004,110000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
2006,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BSIII
2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Swift Dzire Vdi BSIV
2004,155000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BSIII
2006,200000,45000,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.3 VXi
2005,90000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Zen LXI
2007,80000,120000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor
2012,250000,120000,Diesel,Individual,Manual,First Owner,Maruti,SX4 Celebration Diesel
2009,150000,90246,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXi
2008,110000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII
2010,150000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII
2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Gypsy King Hard Top
2013,390000,90000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
2014,204999,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2020,700000,1100,Petrol,Individual,Manual,First Owner,Maruti,Baleno Zeta
2017,455000,40000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Deca
2014,200000,107143,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
2017,450000,15000,Petrol,Individual,Automatic,First Owner,Maruti,Ignis 1.2 AMT Delta BSIV
2016,819999,85000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus
2014,351000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Swift 1.2 DLX
2008,250000,82000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDi
2008,120000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo 1.1 VXI BSIII
2009,180000,70000,Petrol,Individual,Manual,Third Owner,Maruti,A-Star Vxi
2018,550000,25000,Petrol,Individual,Automatic,First Owner,Maruti,Baleno Delta Automatic
2012,200000,90000,Petrol,Individual,Manual,Third Owner,Maruti,Alto 800 LXI
2011,151000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
2018,780000,50000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza VDi
2007,90000,43826,Petrol,Dealer,Manual,Second Owner,Maruti,Alto LXi
2007,195000,112880,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI BSIV
2009,250000,80659,Petrol,Dealer,Manual,First Owner,Maruti,Swift Dzire VXi
2009,250000,806599,Petrol,Dealer,Manual,First Owner,Maruti,Swift VXI BSIII
2010,260000,50000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI Minor ABS
2008,150000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Omni BSIII 8-STR W/ IMMOBILISER
2006,85000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Esteem Vxi - BSIII
2015,280000,15000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2006,75000,96000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LX
2018,500000,12000,Petrol,Individual,Manual,First Owner,Maruti,Ignis 1.2 Zeta BSIV
2015,395000,30500,Petrol,Dealer,Automatic,Second Owner,Maruti,Celerio VXI AT
2014,300000,190621,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire Tour LDI
2006,78000,64700,Petrol,Individual,Manual,First Owner,Maruti,800 Std MPFi
2002,65000,100000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC
2020,350000,1000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
2014,550000,90000,Diesel,Dealer,Manual,Second Owner,Maruti,Ciaz ZDi
2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Omni E 8 Str STD
2007,135000,74183,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo LX BSIII
2014,160000,90000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
2013,340000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
2012,110000,80000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Wagon R LX Minor
2015,275000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI Optional
2008,75000,120000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX BSIII
2007,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor
2020,619000,1500,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
2019,925000,50000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga VDI
2013,400000,90000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
2018,275000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2015,375000,70000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire LXI
2015,229999,100000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R VXI BS IV with ABS
2010,110000,88000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
2017,600000,60000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2009,120000,76000,Petrol,Individual,Manual,Second Owner,Maruti,A-Star Vxi
2012,220000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
2001,40000,30000,Petrol,Individual,Manual,First Owner,Maruti,800 EX
2017,610000,40000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
2012,220000,80000,LPG,Individual,Manual,Second Owner,Maruti,Wagon R LXI LPG BSIV
2005,125000,34000,Petrol,Dealer,Manual,First Owner,Maruti,Zen LXi - BS III
2008,125000,102000,Petrol,Dealer,Manual,First Owner,Maruti,Alto LXi BSIII
2011,170000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 2010-2014 VXI
2003,70000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BSIII
2007,100000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2013,450000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI
2015,530000,100000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2007,100000,143000,Petrol,Individual,Manual,Third Owner,Maruti,Zen Estilo 1.1 LXI BSIII
2019,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire ZDI
2014,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire ZDI
2015,660000,97000,Diesel,Individual,Manual,Second Owner,Maruti,Ciaz VDi Plus
2005,70000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Esteem Lxi
2014,350000,133000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDi
2016,400000,25000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
2015,130000,70000,Petrol,Individual,Manual,First Owner,Maruti,Omni MPI STD BSIV
2016,210000,52000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2007,75000,90000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC BSIII
2010,90000,50000,Petrol,Individual,Manual,Third Owner,Maruti,Zen Estilo LX BSIV
2016,600000,80000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga SHVS VDI
2014,370000,57000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI BSIV
2000,50000,60000,Petrol,Individual,Manual,First Owner,Maruti,800 DX
2017,800000,30600,Petrol,Individual,Automatic,First Owner,Maruti,Ertiga BSIV VXI AT
2013,250000,87000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2007,140000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo VXI BSIII
2016,675000,60000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3
2011,300000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VXi
2018,600000,2000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Delta 1.2
2017,325000,15000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Wagon R LX BSIII
2002,80000,70000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC
2008,120000,40000,Petrol,Individual,Manual,First Owner,Maruti,A-Star Lxi
2009,110000,20000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2010,280000,149500,Diesel,Individual,Manual,Third Owner,Maruti,Swift Ldi BSIV
2005,120000,20000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC BSIII
2018,395000,20000,Petrol,Individual,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
2014,150000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Omni MPI STD BSIV
2007,163000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Baleno Vxi
2012,180000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2013,400000,170000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
2015,419000,170000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire LDI Optional
2014,315000,41000,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R VXI
2019,700000,16000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Alpha
2015,500000,10000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Sigma 1.2
2016,360000,33000,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R VXI
2010,210000,25000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi BSIII
2014,220000,66000,Petrol,Dealer,Manual,First Owner,Maruti,Alto K10 LXI
2016,575000,50000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3
2016,260000,45000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2008,180000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXi BSIII
2019,280000,25880,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2009,300000,50000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDi
2014,200999,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 LXI
2009,110000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2008,300000,30000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI Minor
2011,180000,90000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2011,150000,70000,Petrol,Individual,Manual,Second Owner,Maruti,A-Star Vxi
2018,380000,25000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI Airbag
2014,110000,25000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2017,180000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LX
2017,509000,60000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Delta 1.2
2016,650000,80000,Diesel,Individual,Manual,First Owner,Maruti,SX4 S Cross DDiS 320 Zeta
2015,450000,70000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI BSIV
2006,105000,100000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LX
2009,250000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Swift ZXI ABS
2008,69000,100000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2007,90000,90000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo VXI BSIII
2020,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Alto K10 LX
2011,256000,70000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI
2000,50000,88500,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Wagon R VX
2009,199000,52536,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.3 VXi
2010,110000,50000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI BS IV
2019,450000,1950,Petrol,Individual,Manual,First Owner,Maruti,S-Presso VXI Plus
2005,85000,118400,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.3 VXi
2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2017,750000,32077,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Vitara Brezza VDi
2015,415000,28217,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift LXI Option
2016,640000,72787,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Ciaz ZDi Plus
2017,780000,31063,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Ciaz 1.4 Alpha
2007,75000,54000,Petrol,Individual,Manual,First Owner,Maruti,Esteem Lxi - BSIII
2009,130000,120000,Petrol,Individual,Automatic,Second Owner,Maruti,SX4 ZXI AT
2019,550000,60000,Petrol,Individual,Automatic,First Owner,Maruti,Swift Dzire AMT ZXI
2010,320000,110000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Swift VDI BSIV
2017,350000,48000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R VXI BS IV
2005,100000,20000,Petrol,Individual,Manual,Second Owner,Maruti,Esteem Vxi
2017,350000,30000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
2005,80000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BSIII
2007,120000,81366,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo 1.1 LXI BSIII
2006,95000,110000,Petrol,Individual,Manual,First Owner,Maruti,Esteem Vxi - BSIII
2017,250000,30000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2012,368000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire 1.2 Vxi BSIV
2012,368000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire 1.2 Vxi BSIV
2012,180000,60000,LPG,Individual,Manual,First Owner,Maruti,Wagon R LXI DUO BS IV
2007,75000,54000,Petrol,Individual,Manual,First Owner,Maruti,Esteem Lxi - BSIII
2005,160000,67000,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.3 VXi
2017,500000,40000,Diesel,Individual,Manual,First Owner,Maruti,Swift LDI Optional
2005,70000,80000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI
2015,430000,73000,Diesel,Individual,Manual,Third Owner,Maruti,Swift Dzire LDI
2011,260000,90000,Diesel,Individual,Manual,Third Owner,Maruti,SX4 VDI
2013,370000,80000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI
2008,70000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2012,160000,70000,CNG,Individual,Manual,Second Owner,Maruti,Eeco 5 STR With AC Plus HTR CNG
2010,160000,36000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2016,760000,49000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga SHVS ZDI Plus
1998,50000,35000,LPG,Individual,Manual,Second Owner,Maruti,Omni 5 Str STD LPG
2018,680000,20000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2009,85000,50000,LPG,Individual,Manual,Second Owner,Maruti,800 DUO AC LPG
2016,500000,60000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI BSIV
2017,600000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI Optional
2015,400000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VXI
2001,45000,72539,Petrol,Individual,Manual,Second Owner,Maruti,800 AC BSII
2017,641000,25000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Zeta 1.2
2015,650000,50000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2018,200000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2015,320000,60000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2009,125000,50000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,800 AC
2015,800000,135000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire ZDI
2017,875000,40000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus
2014,580000,70000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire ZDI
2011,350000,133000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Ldi BSIV
2010,225000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 2010-2014 VXI
2010,250000,70000,Petrol,Individual,Manual,First Owner,Maruti,SX4 Vxi BSIV
2012,175000,20000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 LXI
2018,590000,26350,Diesel,Dealer,Manual,First Owner,Maruti,Ignis 1.3 Delta
2017,375000,27289,Petrol,Dealer,Automatic,First Owner,Maruti,Alto K10 VXI AGS
2013,525000,37000,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2008,221000,35008,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
2014,325000,39093,Petrol,Dealer,Manual,First Owner,Maruti,Eeco 7 Seater Standard BSIV
2004,70000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXI
2012,190000,80000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI
2013,213000,80000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI BS IV
2017,715000,25000,Diesel,Individual,Automatic,First Owner,Maruti,Swift Dzire AMT VDI
2017,715000,25000,Diesel,Individual,Automatic,First Owner,Maruti,Swift Dzire AMT VDI
2016,565000,47000,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI
2010,325000,79357,Diesel,Dealer,Manual,First Owner,Maruti,Swift Vdi BSIII
2007,135000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII
2009,155000,60000,LPG,Individual,Manual,Second Owner,Maruti,Wagon R LXI DUO BSIII
2017,700000,120000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga SHVS LDI Option
2013,210000,42000,Petrol,Individual,Manual,Third Owner,Maruti,Alto 800 LXI
2012,600000,120000,Diesel,Individual,Manual,Third Owner,Maruti,Ertiga VDI
2011,220000,59000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXi BSII
2009,250000,200000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Swift Vdi BSIII
2012,225000,110000,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV
2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV
2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Ertiga VXI
2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH
2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2009,150000,120000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2012,450000,33000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDi
2016,500000,38000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Deca
2012,260000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 2010-2014 VXI
2018,690000,40000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.2
2006,160000,63230,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII
2005,100000,100000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R VXI
2016,360000,30000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Optional
2015,220000,40000,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.2 DLX
2017,178000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2014,300000,35000,Petrol,Individual,Manual,First Owner,Maruti,Ritz VXi
2012,450000,33000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDi
2016,500000,38000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Deca
2012,260000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 2010-2014 VXI
2018,690000,40000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.2
2013,170000,70000,Petrol,Individual,Manual,First Owner,Maruti,800 Std
2006,160000,63230,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII
2006,90000,40000,Petrol,Individual,Manual,Second Owner,Maruti,800 Std BSII
2005,100000,100000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R VXI
2018,700000,25000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza LDi
2008,111000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift Ldi BSIII
2012,250000,140000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDi
2015,455000,92621,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2019,650000,5000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2019,725000,22000,Diesel,Individual,Automatic,First Owner,Maruti,Swift Dzire AMT VDI
2007,100000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2010,148000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2011,254999,70000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire VXi
2013,360000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire ZXI
2006,95000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
2000,60000,50000,Petrol,Individual,Manual,First Owner,Maruti,Zen LX
2005,125000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI BSIII
2002,100000,80000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Alto LXi BSII
2010,130000,70000,Petrol,Individual,Manual,Second Owner,Maruti,A-Star Vxi
2003,60000,35000,Petrol,Individual,Manual,First Owner,Maruti,800 DX
2008,125000,70000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi BSIII
2008,125000,152000,LPG,Individual,Manual,Second Owner,Maruti,Wagon R LXI DUO BSIII
1998,69000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Zen LXI
2019,630000,40000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Zeta 1.2
2014,340000,15000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
2014,480000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga VDI
2018,550000,8000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Delta 1.2
2011,250000,50000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI BS IV
2018,700000,38217,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2011,200000,120000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDi
2017,350000,30000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
2014,204999,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2019,500000,15000,Petrol,Individual,Manual,First Owner,Maruti,Ignis 1.2 Delta BSIV
2010,148000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2016,284000,40000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
2007,80000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R VXI Minor
2007,125000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII
2014,458000,80000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2018,300000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
2008,95000,70000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2018,850000,50000,Diesel,Individual,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH
2009,150000,70000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI Minor
2019,300000,120000,CNG,Individual,Manual,First Owner,Maruti,Alto 800 CNG LXI Optional
2016,275000,160000,Petrol,Individual,Manual,First Owner,Maruti,Ritz LXi
2018,300000,16584,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI
2010,221000,51000,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
2015,250999,35000,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI
2017,751000,64000,Diesel,Dealer,Manual,First Owner,Maruti,Ciaz ZDi Plus
2016,245000,68000,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI
2013,370000,90000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
2013,92800,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2013,92800,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2013,170000,35000,Petrol,Individual,Manual,First Owner,Maruti,Omni 8 Seater BSIV
2019,295000,10000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2003,60000,5000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXI
2006,52000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LX
2009,80000,90000,LPG,Individual,Manual,Second Owner,Maruti,Omni LPG CARGO BSIII W IMMOBILISER
2012,140000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
2018,650000,15000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Delta 1.3
2015,400000,87000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI BSIV
2012,300000,30000,Petrol,Individual,Automatic,Second Owner,Maruti,Wagon R AX
2012,450000,80000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2019,580000,40000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
2012,310000,69069,Petrol,Dealer,Manual,First Owner,Maruti,SX4 ZXI MT BSIV
2014,300000,59059,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R Stingray VXI
2018,655000,25000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire ZXI 1.2 BS IV
2016,350000,30000,CNG,Individual,Manual,Second Owner,Maruti,Wagon R LXI CNG
2008,263000,70000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDi BSIII W/ ABS
2012,250000,90000,Petrol,Individual,Manual,First Owner,Maruti,Omni MPI STD BSIV
2016,509999,40000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI Optional
2011,280000,33000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo VXI BSIV
