year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2013,345000,44000,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz Option
2014,1000000,80000,Diesel,Individual,Automatic,First Owner,Hyundai,Santa Fe 4WD AT
2019,500000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
2019,700000,8000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Asta
2019,475000,10000,Petrol,Individual,Automatic,First Owner,Hyundai,Santro Magna AMT BSIV
2009,175000,136000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi SX ABS
2010,170000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS
2019,480000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Sportz BSIV
2003,70000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro LE zipPlus
2013,360000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi
2010,270000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,i20 Magna
2010,145000,90000,CNG,Individual,Manual,Second Owner,Hyundai,Accent GLE CNG
2015,420000,60000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.1 CRDi Base
2008,125000,85000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS
2010,325000,135000,Diesel,Individual,Manual,First Owner,Hyundai,Verna Transform CRDi VGT SX ABS
2012,250000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna
2017,315000,18469,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,EON Era Plus Option
2015,850000,58692,Diesel,Trustmark Dealer,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2015,900000,54784,Diesel,Trustmark Dealer,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2019,400000,16000,Petrol,Individual,Automatic,First Owner,Hyundai,Santro Magna AMT BSIV
2013,370000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.6 VTVT
2012,160000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,EON D Lite Plus
2013,160000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2016,229999,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2017,525000,15000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz Option
2008,130000,100000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS
2020,545000,7300,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Magna Plus BSIV
2018,450000,6000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
2015,300000,22000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Optional
2008,145000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Accent GLX
2007,130000,135000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XK eRLX EuroIII
2013,324000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS
2015,300000,20500,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Optional
2004,120000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Accent GLS
2005,250000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Getz GLS
2008,120000,41723,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GL Plus
2016,320000,24662,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era Plus
2017,575000,27005,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Sportz Option
2014,355000,39227,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2009,195000,27005,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Xing GLS
2004,90000,100005,Petrol,Dealer,Manual,Second Owner,Hyundai,Santro Xing XG
2013,580000,45264,Diesel,Dealer,Manual,First Owner,Hyundai,Verna SX Diesel
2014,290000,12000,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era
2010,270000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 Asta
2010,225000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.2
2013,400000,59213,Petrol,Individual,Manual,First Owner,Hyundai,i20 Sportz 1.2
2006,120000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Accent GLX
2012,500000,72000,Diesel,Dealer,Automatic,Second Owner,Hyundai,Verna SX CRDi AT
2012,300000,80000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Asta 1.2
2018,950000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Creta 1.4 CRDi Base
2016,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2017,550000,19890,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT
2017,520000,10510,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT
2012,229999,49824,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2005,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS
2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX
2015,530000,77000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi
2012,312000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 CRDI
2005,150000,47000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XL eRLX Euro III
2010,229999,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna Transform CRDi VGT ABS
2016,875000,74000,Diesel,Individual,Automatic,First Owner,Hyundai,Creta 1.6 CRDi AT SX Plus
2018,800000,40000,Petrol,Individual,Manual,First Owner,Hyundai,Verna VTVT 1.6 SX
2018,500000,8000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 VTVT S
2013,250000,35000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2005,75000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Santro GLS I - Euro I
2006,60000,120000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing XG eRLX Euro III
2013,315000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX CRDi (O)
2008,220000,54309,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.6 Xi ABS
2020,1000000,5000,Diesel,Individual,Manual,First Owner,Hyundai,Venue SX Opt Diesel
2011,500000,31000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.4 EX
2001,52000,50000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro LP zipPlus
2017,600000,10000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 S
2011,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
2018,800000,52000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.4 E Plus
2011,150000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Accent Executive
2013,275000,90000,LPG,Individual,Manual,Second Owner,Hyundai,i10 Magna LPG
2009,114999,106000,Petrol,Individual,Manual,Third Owner,Hyundai,Accent GLE
2010,150000,90000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.2
2002,60000,120000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro LS zipPlus
2014,229999,65000,Petrol,Dealer,Manual,First Owner,Hyundai,EON 1.0 Era Plus
2011,321000,81257,Diesel,Dealer,Manual,First Owner,Hyundai,i20 1.4 CRDi Sportz
2017,509999,44000,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Sportz Option
2007,175000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi ABS
2013,335000,110000,Diesel,Individual,Manual,Third Owner,Hyundai,Verna 1.6 SX CRDi (O)
2012,215000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era Plus
2008,120000,90000,Petrol,Individual,Manual,Second Owner,Hyundai,Verna i (Petrol)
2009,200000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS
2017,550000,3917,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Asta
2019,650000,13500,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Sportz Plus BSIV
2013,200000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Accent Executive
2011,370000,55168,Petrol,Individual,Manual,Second Owner,Hyundai,Verna Transform SX VTVT
2013,375000,41041,Petrol,Dealer,Manual,First Owner,Hyundai,i20 1.2 Sportz
2009,235000,67067,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2013,345000,66066,Petrol,Dealer,Automatic,First Owner,Hyundai,i10 Sportz 1.2 AT
2014,400000,48000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
2015,250000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite Plus
2012,465000,70070,Diesel,Dealer,Automatic,First Owner,Hyundai,Verna SX CRDi AT
2015,500000,50000,Petrol,Dealer,Automatic,First Owner,Hyundai,i10 Sportz 1.2 AT
2015,465000,63063,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 AT Asta
1999,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Accent GLE 1
2005,70000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,Getz GLX
2016,229999,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2014,370000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi
2010,210000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz 1.2
2006,90000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XG eRLX Euro III
2010,200000,78000,Diesel,Dealer,Manual,Second Owner,Hyundai,Verna SX Diesel
2011,210000,72000,Diesel,Dealer,Manual,Third Owner,Hyundai,Verna SX Diesel
2011,220000,58000,Petrol,Dealer,Manual,Second Owner,Hyundai,i20 1.2 Sportz
2013,325000,78000,Diesel,Dealer,Manual,Second Owner,Hyundai,i20 Magna 1.4 CRDi (Diesel)
2007,125000,76000,Petrol,Dealer,Manual,Third Owner,Hyundai,Accent GLS
2005,130000,110000,CNG,Individual,Manual,Second Owner,Hyundai,Santro AT CNG
2006,170000,170000,Diesel,Individual,Manual,First Owner,Hyundai,Tucson CRDi
2015,500000,80000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta Option 1.4 CRDi
2005,70000,170000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing XG eRLX Euro III
2012,330000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,i20 1.2 Sportz
2010,120000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing GLS
2013,430000,100000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX CRDi (O)
2014,190000,50000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2014,315000,110000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Sportz 1.4 CRDi
2015,300000,60000,Diesel,Individual,Manual,Second Owner,Hyundai,Grand i10 CRDi Magna
2017,1650000,55000,Diesel,Dealer,Manual,First Owner,Hyundai,Tucson 2.0 e-VGT 2WD MT
2015,295000,21000,Petrol,Dealer,Manual,Second Owner,Hyundai,EON Era Plus
2018,1475000,11700,Petrol,Dealer,Automatic,First Owner,Hyundai,Creta 1.6 VTVT AT SX Plus
2017,1100000,10000,Petrol,Individual,Automatic,First Owner,Hyundai,Verna VTVT 1.6 AT SX Option
2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX
2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,Hyundai,Creta 1.6 SX Automatic Diesel
2019,720000,3000,Petrol,Individual,Automatic,First Owner,Hyundai,Elite i20 Asta Option CVT BSIV
2014,180000,76000,Petrol,Individual,Manual,Second Owner,Hyundai,EON D Lite
2003,85000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XG
2009,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,i10 Era
2011,150000,157000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GL
2008,140000,103921,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna
2020,1050000,10000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.4 EX Diesel
2016,210000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite
2008,110000,154000,Diesel,Individual,Manual,Third Owner,Hyundai,Getz 1.5 CRDi GVS
2016,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2017,550000,19890,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT
2017,520000,10510,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT
2012,229999,49824,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2005,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS
2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX
2016,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2017,550000,19890,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT
2017,520000,10510,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT
2012,229999,49824,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2005,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS
2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX
2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,Accent CRDi
2002,85000,100000,Diesel,Individual,Manual,Third Owner,Hyundai,Accent CRDi
2005,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS
2005,70000,68500,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Xing XG
2019,484999,5007,Petrol,Dealer,Automatic,First Owner,Hyundai,Santro Sportz AMT
2010,190000,38000,Petrol,Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT
2011,235000,43100,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Sportz 1.2
2017,250000,19000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2017,540000,20000,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 Asta Option
2007,175000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi ABS
2012,440000,70000,Diesel,Dealer,Manual,First Owner,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel)
2013,270000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS
2017,595000,27000,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 Asta Option
2019,1295000,9000,Diesel,Dealer,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option
2018,515000,16000,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Asta
2018,550000,31000,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone
2007,135000,85000,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GLS I - Euro II
2018,270000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2016,210000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite
2018,100000,21302,Petrol,Individual,Manual,First Owner,Hyundai,EON 1.0 Era Plus
2016,650000,100000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Active 1.4 SX
2010,150000,105546,Petrol,Individual,Manual,First Owner,Hyundai,Getz 1.3 GLS
2013,340000,35000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.2
2019,800000,11240,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Asta Option BSIV
2016,950000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,Creta 1.4 CRDi S Plus
2018,1150000,26430,Diesel,Dealer,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option
2013,550000,42324,Diesel,Dealer,Manual,Second Owner,Hyundai,Verna SX Diesel
2016,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2016,396000,28643,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
2020,520000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Sportz BSIV
2014,400000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
2016,560000,68523,Petrol,Dealer,Manual,First Owner,Hyundai,i20 Active S Petrol
2019,400000,5000,Petrol,Individual,Manual,First Owner,Hyundai,EON 1.0 Era Plus
2017,450000,43000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.2 CRDi E
2010,250000,34500,Petrol,Individual,Manual,Second Owner,Hyundai,i20 1.2 Era
2010,145000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Accent GLX
2013,420000,50000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
2013,420000,50000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
2012,150000,55766,Petrol,Individual,Manual,Second Owner,Hyundai,EON Sportz
2006,100000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XL eRLX Euro III
2016,320000,24662,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era Plus
2017,575000,27005,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Sportz Option
2014,355000,39227,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2009,195000,27005,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Xing GLS
2010,400000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna 1.2
2008,190000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing GLS
2014,525000,54000,Petrol,Dealer,Manual,Second Owner,Hyundai,i20 Asta (o)
2017,1025000,9000,Petrol,Dealer,Manual,First Owner,Hyundai,Creta 1.6 SX Option
2014,475000,23122,Petrol,Dealer,Manual,Second Owner,Hyundai,i20 Asta 1.2
2007,80000,58000,Petrol,Dealer,Manual,Second Owner,Hyundai,Santro Xing XO
2008,110000,154000,Diesel,Individual,Manual,Third Owner,Hyundai,Getz 1.5 CRDi GVS
2012,150000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Sportz
2019,600000,5200,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Sportz Plus Dual Tone BSIV
2011,235000,46000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Era 1.1 iTech SE
2019,1000000,25000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi 1.6 SX
2012,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX
2017,600000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 1.2 Spotz
2019,730000,35000,Diesel,Individual,Manual,Second Owner,Hyundai,Elite i20 Magna Plus Diesel
2017,450000,12700,Petrol,Individual,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT
2015,170000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,EON 1.0 Kappa Magna Plus
2015,699000,30000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Active 1.4 SX with AVN
2012,350000,160000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 1.4 CRDi Magna
2014,335000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,Xcent 1.2 Kappa Base
2005,250000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Getz GLS
2008,120000,41723,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GL Plus
2010,250000,55000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna
2018,511000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 VTVT E Plus
2010,125000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,i10 Sportz 1.2
2012,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS
2012,400000,70000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 CRDi Asta
2012,500000,26000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 CRDI
2014,550000,100000,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX VTVT
2014,650000,30000,Diesel,Individual,Manual,Second Owner,Hyundai,Elantra CRDi SX
2008,110000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Getz 1.3 GLS
2012,330000,44000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Magna
2014,600000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX VTVT (O)
2012,210000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna
2016,450000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,Xcent 1.2 Kappa SX
2012,480000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX
2015,500000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 Sportz 1.2
2016,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2017,550000,19890,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT
2017,520000,10510,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT
2012,229999,49824,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2005,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS
2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX
2019,500000,15000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Asta
2012,150000,55766,Petrol,Individual,Manual,Second Owner,Hyundai,EON Sportz
2014,650000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX
2005,100000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Accent CRDi
2016,515000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.1 CRDi Base
2019,520000,10000,CNG,Individual,Manual,First Owner,Hyundai,Santro Magna CNG BSIV
2015,300000,90000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
2016,650000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta Option 1.4 CRDi
2010,280000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi SX
2018,229999,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2018,245000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2016,375000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
2006,225000,80000,Petrol,Individual,Automatic,Third Owner,Hyundai,Sonata AT Leather
2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,Hyundai,Sonata 2.4L AT
2017,700000,35000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Sportz
2015,450000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Asta Option
2016,350000,12000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa SX
2005,71000,22000,Petrol,Individual,Manual,First Owner,Hyundai,Getz GLS ABS
2018,700000,27000,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Petrol Asta Option
2009,254999,80000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.2
2016,750000,80000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta Option 1.4 CRDi
2011,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX CRDi (O)
2005,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing XG
2010,220000,96000,Petrol,Individual,Manual,Third Owner,Hyundai,i20 1.2 Magna
2014,525000,54000,Petrol,Dealer,Manual,Second Owner,Hyundai,i20 Asta (o)
2015,434999,29000,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Era
2016,690000,73000,Diesel,Dealer,Manual,First Owner,Hyundai,Verna 1.6 CRDi SX
2012,204999,60000,Petrol,Dealer,Manual,Third Owner,Hyundai,EON D Lite Plus
2015,821000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 Gamma SX Plus
2018,815000,42000,Diesel,Individual,Manual,First Owner,Hyundai,Elite i20 Diesel Asta Option
2017,1200000,40000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 CRDI SX Option
2010,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Santro Xing GLS
2002,80000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro LP zipPlus
2017,550000,9748,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 Asta
2018,1490000,20694,Diesel,Dealer,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Option
2015,490000,31080,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 Asta Option
2014,260000,37605,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era Plus
2014,455000,55850,Diesel,Dealer,Manual,First Owner,Hyundai,Xcent 1.1 CRDi SX Option
2013,330000,38000,Petrol,Dealer,Automatic,First Owner,Hyundai,i10 Sportz 1.2 AT
2019,738000,8000,Petrol,Individual,Automatic,First Owner,Hyundai,Elite i20 Sportz Plus CVT BSIV
2006,100000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro GS
2015,765000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 CRDi SX
2014,350000,52000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi
2016,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 SX
2016,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 SX
2014,300000,120000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
2004,80000,58000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XG
2016,220000,43700,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2017,290000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2008,150000,30000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz 1.2
2010,250000,40000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Sportz Petrol
2015,425000,12000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
2015,516000,90000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Sportz 1.2
2014,450000,80000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Sportz 1.2
2015,550000,49000,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Sportz Plus BSIV
2010,250000,40000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna
2019,400000,16000,Petrol,Individual,Automatic,First Owner,Hyundai,Santro Magna AMT BSIV
2019,425000,15000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Magna BSIV
2018,310000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2019,600000,80000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 VTVT S
2013,300000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta 1.4 CRDi
2016,420000,44440,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 Sportz
2018,1250000,30000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Plus
2015,390000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Grand i10 CRDi Sportz
2013,425000,22700,Diesel,Dealer,Manual,Second Owner,Hyundai,i20 Magna 1.4 CRDi (Diesel)
